song_name,song_popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,audio_valence,artist_name,playlist
The Middle,0.78,0.04256930062317936,0.6372847011144883,0.8977884220336096,0.0,0.25777640899291654,0.8764404133521672,0.051328374070138155,0.6683118876847778,0.9451219512195123,Jimmy Eat World,00s Rock Anthems
Numb,0.63,0.004617454527915279,0.502532928064843,0.8637178960448127,0.0,0.6437737398624371,0.8578048720045598,0.040488841657810845,0.45402322567865366,0.24695121951219512,Linkin Park,00s Rock Anthems
Smooth Criminal,0.75,0.004356410083873781,0.6555217831813577,0.964927399717415,0.0036108324974924774,0.14177189200287446,0.8560206180457463,0.06376195536663125,0.5238653339826178,0.8892276422764228,Alien Ant Farm,00s Rock Anthems
Can't Stop,0.81,0.017970881857730416,0.6261398176291794,0.9388734680789234,0.0,0.15922389898367714,0.8754243798478427,0.048459086078639746,0.377417278122137,0.8892276422764228,Red Hot Chili Peppers,00s Rock Anthems
Chop Suey!,0.69,0.0003533939362065411,0.425531914893617,0.9298547994348302,0.0007492477432295887,0.11302740991684633,0.8640993234703739,0.12858660998937302,0.5249465578289685,0.3048780487804878,System Of A Down,00s Rock Anthems
Take Me Out,0.77,0.00042367513267935273,0.281661600810537,0.6763300031064302,0.0009017051153460381,0.12739965095986042,0.7421257403414864,0.03942614240170032,0.43143720235393157,0.5020325203252033,Franz Ferdinand,00s Rock Anthems
I Miss You,0.71,0.0013644391483211156,0.6676798378926039,0.7785415810728208,6.810431293881645e-06,0.07411970023611537,0.8015513096919683,0.04027630180658874,0.4540397329129491,0.633130081300813,blink-182,00s Rock Anthems
Best of You,0.62,0.007037135720761481,0.37487335359675783,0.9448859138416522,2.908726178535607e-06,0.12637306231393083,0.8373355140881719,0.08150903294367695,0.5377850593022392,0.35060975609756095,Foo Fighters,00s Rock Anthems
I Write Sins Not Tragedies,0.77,0.09417577917599874,0.574468085106383,0.7955768440672192,0.0,0.10481470074940971,0.8371868262582708,0.1424017003188098,0.7018050660702052,0.6453252032520326,Panic! At The Disco,00s Rock Anthems
Kryptonite,0.79,0.006665649396548579,0.552178318135765,0.865722044632389,1.1233701103309928e-05,0.16025048762960684,0.8192699427551855,0.030393198724760893,0.4085953168976304,0.5518292682926829,3 Doors Down,00s Rock Anthems
The Kill (Bury Me),0.69,0.0014045998320199083,0.3130699088145897,0.9128195364404317,0.00027181544633901703,0.5852581870444513,0.8645453869600773,0.06865037194473965,0.7553504073160062,0.30691056910569103,Thirty Seconds To Mars,00s Rock Anthems
Use Somebody,0.79,0.005541150252985199,0.27963525835866265,0.7154109005641678,0.0004182547642928786,0.19412791294528284,0.8279929621093847,0.0459086078639745,0.5654883252585445,0.1758130081300813,Kings of Leon,00s Rock Anthems
No One Knows,0.13,0.013754010069367743,0.524822695035461,0.5380437505636667,0.00039919759277833505,0.13253259418950827,0.8165439992069983,0.051647183846971305,0.70549030612666,0.6981707317073171,Queens of the Stone Age,00s Rock Anthems
Jerk It Out,0.62,0.017167668183756573,0.5876393110435664,0.9819626627118134,1.0732196589769306e-05,0.3840468124422544,0.8962158947290164,0.06376195536663125,0.553021236556921,0.875,Caesars,00s Rock Anthems
Uprising,0.77,0.00020178735524407869,0.6099290780141844,0.9058050163839148,0.0641925777331996,0.10789446668719833,0.8604564716377965,0.08235919234856535,0.5283099068166623,0.4176829268292683,Muse,00s Rock Anthems
Hey There Delilah,0.79,0.8755018805340543,0.6656534954407295,0.2905313999979958,0.0,0.10481470074940971,0.6987336753153421,0.03113708820403826,0.4290766678496851,0.30284552845528456,Plain White T's,00s Rock Anthems
Blurry,0.28,0.01023995024573218,0.4457953394123607,0.9328610223161946,0.0,0.13355918283543783,0.8495031348350804,0.06206163655685441,0.6497164882509759,0.5030487804878049,Puddle Of Mudd,00s Rock Anthems
American Idiot,0.78,2.5481953806820166e-05,0.3850050658561297,0.9889771827683305,7.883650952858575e-05,0.365568216815522,0.9101182068247713,0.06790648246546227,0.7680527241063395,0.7815040650406504,Green Day,00s Rock Anthems
Welcome to the Black Parade,0.77,0.00028913684228873404,0.2198581560283688,0.9058050163839148,0.00011033099297893681,0.21568627450980393,0.8590439372537357,0.07991498405951117,0.40009409123548395,0.23983739837398374,My Chemical Romance,00s Rock Anthems
Gives You Hell,0.71,0.01566164254505562,0.723404255319149,0.7254316435020493,0.0,0.062313930807925265,0.8018486853517706,0.042720510095642934,0.412631335682863,0.5995934959349594,The All-American Rejects,00s Rock Anthems
All My Life,0.11,0.00019375521850434026,0.5896656534954408,0.5971661338971671,0.00027382146439317956,0.5185299250590288,0.8201868510395758,0.05441020191285867,0.6922226165617081,0.684959349593496,Foo Fighters,00s Rock Anthems
Like a Stone,0.77,0.008000992129530093,0.6220871327254306,0.568105979377311,0.0,0.09013448311261676,0.8249944242063786,0.02933049946865037,0.44507217788195674,0.524390243902439,Audioslave,00s Rock Anthems
It's Been Awhile,0.65,0.0018965682073287867,0.5157041540020264,0.7745332838976682,0.0005506519558676028,0.1345857714813674,0.8602582211979282,0.0359192348565356,0.4808928763030398,0.08373983739837398,Staind,00s Rock Anthems
I Hate Everything About You,0.75,0.004627494698839953,0.5045592705167173,0.830649444349804,0.0,0.13047941689764914,0.8329244418011054,0.044739638682252926,0.36869733160557616,0.4603658536585365,Three Days Grace,00s Rock Anthems
Rollin' (Air Raid Vehicle),0.74,0.00507930239045024,0.6068895643363729,0.9328610223161946,0.0,0.26393594086849387,0.878249448615964,0.19128586609989373,0.39713929629660194,0.7032520325203253,Limp Bizkit,00s Rock Anthems
Fat Lip,0.74,0.0006194584657104768,0.5815602836879432,0.9118174621466436,0.0,0.06672826198542245,0.8324535970064183,0.07598299681190222,0.40473675088107364,0.5823170731707317,Sum 41,00s Rock Anthems
The Pretender,0.11,0.0009196595763582006,0.4387031408308004,0.9599170282484744,0.0,0.01652807719946607,0.8606051594676976,0.04580233793836345,0.7138718543401645,0.3709349593495935,Foo Fighters,00s Rock Anthems
Savior,0.73,0.001645563934212061,0.5562310030395136,0.9308568737286183,6.690070210631897e-05,0.3881531670259727,0.8747800659182712,0.051753453772582364,0.4640472437045535,0.5345528455284553,Rise Against,00s Rock Anthems
Bodies,0.74,0.0034829152134272265,0.6646403242147922,0.9328610223161946,0.0014744232698094282,0.135612360127297,0.876341288132233,0.07523910733262487,0.5403478074266047,0.5528455284552846,Drowning Pool,00s Rock Anthems
"Sugar, We're Goin Down",0.79,0.00901504939292207,0.5055724417426545,0.8246369985870753,0.0,0.15511754439995895,0.8432334646742498,0.08437832093517535,0.6684480723677151,0.7103658536585367,Fall Out Boy,00s Rock Anthems
Last Nite,0.7,0.02238855706458655,0.6322188449848024,0.8997925706211859,0.00015546639919759278,0.08787598809157172,0.8192203801452184,0.03134962805526036,0.42941506615274144,0.809959349593496,The Strokes,00s Rock Anthems
Through Glass,0.6,0.041866488658452244,0.552178318135765,0.7534897237281172,0.0,0.3871265783800431,0.8462815651872226,0.03825717321997874,0.4364265139197253,0.4410569105691057,Stone Sour,00s Rock Anthems
The Diary of Jane - Single Version,0.69,5.449804777912524e-05,0.3789260385005066,0.9619211768360506,0.08365095285857573,0.12945282825171955,0.8511634822689763,0.09043570669500531,0.6893090897085647,0.3628048780487805,Breaking Benjamin,00s Rock Anthems
Down With the Sickness,0.73,0.0009989769266631175,0.7041540020263424,0.8767448618640585,6.91073219658977e-06,0.09660199158197309,0.855103709761356,0.0587672688629118,0.3712229384527769,0.9563008130081301,Disturbed,00s Rock Anthems
Wish You Were Here,0.62,0.0006325106879124515,0.24924012158054712,0.7685208381349393,0.30190571715145437,0.09249563699825479,0.7753574703243873,0.04112646121147715,0.7010333528668938,0.35569105691056907,Incubus,00s Rock Anthems
Youth Of The Nation,0.72,0.008372478453742995,0.5704154002026341,0.8607116731634483,0.010631895687061183,0.3881531670259727,0.7740440611602607,0.06599362380446334,0.40387837469771126,0.5254065040650406,P.O.D.,00s Rock Anthems
Vertigo,0.57,0.0001525905177131808,0.3961499493414387,0.8316515186435922,0.0019257773319958879,0.13253259418950827,0.8642727926052585,0.06514346439957493,0.5775303526770607,0.6941056910569106,U2,00s Rock Anthems
Miss Murder,0.71,0.00021283154326121902,0.3130699088145897,0.8757427875702705,0.0016850551654964895,0.10378811210348013,0.8494535722251133,0.051859723698193416,0.5923043273714705,0.7367886178861789,AFI,00s Rock Anthems
I Bet You Look Good On The Dancefloor,0.63,0.002258014360617116,0.5420466058763932,0.9488942110168047,0.0,0.37378092598295865,0.8568879637201695,0.03783209351753454,0.42581648907633773,0.790650406504065,Arctic Monkeys,00s Rock Anthems
"Steady, As She Goes",0.64,0.013252001523134091,0.5309017223910841,0.5781267223151924,0.009237713139418255,0.09865516887383224,0.8476445369613164,0.1275239107332625,0.5103582895203823,0.5457317073170732,The Raconteurs,00s Rock Anthems
Falling Away from Me,0.71,0.00013953829551110585,0.4741641337386017,0.7695229124287275,0.0012437311935807422,0.26598911816035314,0.7863603697370704,0.04357066950053124,0.4296090261557127,0.17276422764227645,Korn,00s Rock Anthems
Crawling In The Dark,0.61,0.0002951609448435379,0.5997973657548127,0.9328610223161946,7.61283851554664e-05,0.12945282825171955,0.8494287909201298,0.09404888416578108,0.3865787931561006,0.709349593495935,Hoobastank,00s Rock Anthems
I Stand Alone,0.67,4.696791958562046e-05,0.21580547112462006,0.9308568737286183,0.0,0.11713376450056463,0.8497509478849156,0.07130712008501595,0.6983426736767387,0.39227642276422764,Godsmack,00s Rock Anthems
Woman,0.63,5.018077428151583e-05,0.22188449848024305,0.9529025081919573,0.09919759277833501,0.14895801252438148,0.8709885262557926,0.18703506907545164,0.4658589126684769,0.17479674796747965,Wolfmother,00s Rock Anthems
Show Me How to Live,0.72,0.0003363256456346973,0.4387031408308004,0.8546992274007196,0.00017753259779338014,0.15409095575402937,0.864867543924863,0.051328374070138155,0.3689366865028599,0.37398373983739835,Audioslave,00s Rock Anthems
The Red,0.71,0.0006726713716112441,0.5157041540020264,0.8436764101690499,0.0008054162487461385,0.34503644389693044,0.8784972616657993,0.051859723698193416,0.5779801748116112,0.33739837398373984,Chevelle,00s Rock Anthems
Remedy,0.7,0.00017969897920979802,0.5531914893617021,0.9599170282484744,0.001444332998996991,0.04773637203572528,0.8451416251579807,0.0871413390010626,0.5275340668047772,0.4227642276422764,Seether,00s Rock Anthems
Plug In Baby,0.65,5.943781187406436e-06,0.4133738601823708,0.9659294740112032,0.00040320962888655966,0.10070834616569141,0.8558471489108617,0.05313496280552604,0.5613202485989485,0.3546747967479675,Muse,00s Rock Anthems
Change (In the House of Flies) - In The House Of Flies LP Version,0.69,0.0002489761585900419,0.27254305977710225,0.8536971531069313,0.000246740220661986,0.10892105533312801,0.8455629073427007,0.09075451647183848,0.5842776846953177,0.18191056910569106,Deftones,00s Rock Anthems
Judith,0.66,3.230927003559783e-05,0.3698074974670719,0.8947821991522452,0.1715145436308927,0.26188276357663487,0.8446955616682774,0.06078639744952179,0.33965697967134095,0.3150406504065041,A Perfect Circle,00s Rock Anthems
MIA (feat. Drake),0.94,0.014356420324848126,0.8287740628166159,0.5400478991512431,0.0005135406218655967,0.08941587106046608,0.8033603449557654,0.057810839532412325,0.40056454741290365,0.17682926829268292,Bad Bunny,100% LatinX
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.98,0.15361359105006314,0.8520770010131712,0.7985830669485835,3.3400200601805414e-06,0.05122677343188584,0.8564914628404331,0.24335812964930914,0.3959590290444787,0.600609756097561,DJ Snake,100% LatinX
White Boi,0.59,0.09869385609210161,0.8409321175278622,0.496958704518353,0.0,0.08079252643465763,0.7887393750154883,0.05526036131774708,0.528087059153674,0.6443089430894309,Dillon Francis,100% LatinX
Just Wanna Love You (feat. J. Balvin),0.73,0.055922727952994494,0.696048632218845,0.766516689547363,0.0010732196589769308,0.13766553741915616,0.8100512973013159,0.05738575982996812,0.3919353906849677,0.3079268292682927,Cris Cab,100% LatinX
Beautiful (feat. Camila Cabello),0.94,0.34738888989625266,0.646403242147923,0.7174150491517441,0.0,0.09557540293604352,0.8437043094689366,0.03581296493092455,0.41279228121724343,0.2530487804878049,Bazzi,100% LatinX
Celoso,0.87,0.3534129924510565,0.7558257345491388,0.7033860090387101,0.0,0.3275844369161277,0.8571605580749881,0.11370882040382572,0.6852276760290197,0.6778455284552846,Lele Pons,100% LatinX
Good Vibes,0.73,0.03493877072042785,0.8338399189463019,0.6302345855921758,6.740220661985958e-06,0.08674674058104917,0.8632815404059178,0.0846971307120085,0.4128459297287036,0.18699186991869918,Fuego,100% LatinX
Real Friends,0.85,0.23594299263238203,0.7102330293819655,0.5119898189251751,5.085255767301906e-06,0.12637306231393083,0.7904988476693182,0.10297555791710947,0.3794476679404749,0.673780487804878,Camila Cabello,100% LatinX
Pa La Calle,0.61,0.11746897572124008,0.7041540020263424,0.8847614562143638,0.0,0.09454881429011394,0.8051198176095954,0.13921360255047824,0.30947762857072114,0.8678861788617888,COASTCITY,100% LatinX
Pa Mí,0.58,0.718875214109155,0.7315096251266464,0.5841391680779212,0.0003219658976930792,0.1058412893953393,0.7508983223056527,0.3379383634431456,0.7014666677671488,0.6565040650406503,Dalex,100% LatinX
Wake Up in the Sky,0.92,0.0038242810248661097,0.8105369807497468,0.5781267223151924,0.0,0.3563289190021558,0.833246598765891,0.05154091392136026,0.59017489414736,0.37296747967479676,Gucci Mane,100% LatinX
Está Rico,0.83,0.26706752249886845,0.8277608915906789,0.7404627579088714,0.0,0.08962118878965197,0.8475701930463657,0.3007438894792773,0.5366501869444283,0.684959349593496,Marc Anthony,100% LatinX
Banana Clip - Spanish Version,0.57,0.10742880479656716,0.4032421479229989,0.6602968144058201,0.0,0.11200082127091675,0.8213020097638342,0.1275239107332625,0.3459421091293259,0.7306910569105692,Miguel,100% LatinX
YAKWTFGO (feat. Kali Uchis),0.44,0.003984923759660878,0.822695035460993,0.7484793522591765,0.0,0.16641001950518428,0.8130498352043217,0.1477151965993624,0.544883170049274,0.16056910569105692,BIA,100% LatinX
Come With Me,0.47,0.052810274966345855,0.6676798378926039,0.7344503121461426,2.4874623871614842e-06,0.23621804742839544,0.8613981612271702,0.048884165781083955,0.668423311516272,0.3516260162601626,Kap G,100% LatinX
Como Si Na,0.54,0.23293094135498002,0.7142857142857143,0.7785415810728208,0.0,0.2382712247202546,0.8590934998637029,0.18809776833156217,0.6606979258660107,0.7205284552845529,Melii,100% LatinX
Blah,0.47,0.02560141176048192,0.7325227963525835,0.6873528203381,0.00020762286860581745,0.11508058720870548,0.8459346269174535,0.21253985122210417,0.7170206092820178,0.7896341463414634,Mariah,100% LatinX
Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam),0.64,0.025802215178975383,0.9402228976697062,0.4017616466084796,0.0,0.07032132224617596,0.7731519341808539,0.4792773645058449,0.5777449467229012,0.6300813008130082,A.CHAL,100% LatinX
Mi Infinita,0.56,0.9056223933080735,0.4711246200607903,0.6753279288126423,0.2678034102306921,0.10070834616569141,0.7734988724506232,0.05154091392136026,0.49497354715704156,0.13109756097560976,Cuco,100% LatinX
Coqueta,0.49,0.573292735701396,0.6403242147923,0.6522802200555149,0.8525576730190572,0.1869417924237757,0.6990806135851114,0.03209351753453773,0.47471091705940127,0.6036585365853658,Katzù Oso,100% LatinX
Sola,0.65,0.9246987180649523,0.47720364741641336,0.17829907909372403,0.0,0.09146904835232512,0.7061432855054147,0.09458023379383634,0.7191913105918668,0.19715447154471535,Jessie Reyez,100% LatinX
Nuestro Planeta (feat. Reykon),0.52,0.0860432407270136,0.8824721377912867,0.5450582706201839,0.0005005015045135406,0.065393696745714,0.800485713577677,0.06641870350690755,0.3963180613904043,0.4217479674796748,Kali Uchis,100% LatinX
Hijo de Su Madre,0.61,0.06485848007595349,0.8399189463019251,0.6061848025412604,0.3921765295887663,0.2762550046196489,0.7849478353530097,0.15834218916046758,0.4871738789524509,0.7439024390243902,Omar Apollo,100% LatinX
Lento,0.65,0.1495975226801939,0.8480243161094225,0.6492739971741505,7.65295887662989e-05,0.09352222564418436,0.8303719673878027,0.20403825717322,0.6768048597297766,0.9634146341463414,Rudy Mancuso,100% LatinX
Dicen,0.77,0.13754931757058617,0.8277608915906789,0.6352449570611165,7.873620862587762e-06,0.2392978133661842,0.8189973484003668,0.1466524973432519,0.4251809605559636,0.7896341463414634,Matt Hunter,100% LatinX
BEBE,0.95,0.1726899158069419,0.6433637284701115,0.9027987935025503,0.0,0.11610717585463506,0.8725249671647709,0.11583421891604677,0.4211944634736173,0.29065040650406504,6ix9ine,100% LatinX
I Like It,0.95,0.09939666805682873,0.8267477203647416,0.7264337177958373,0.0,0.3696745713992403,0.8616459742770055,0.1370882040382572,0.5614440528561642,0.660569105691057,Cardi B,100% LatinX
Zooted (feat. French Montana & Farruko),0.74,0.26807153959133573,0.8257345491388044,0.6262262884170232,1.3139418254764293e-05,0.2700954727440715,0.8333705052908087,0.10945802337938364,0.4539035482300118,0.5802845528455285,Becky G,100% LatinX
Havana - Remix,0.77,0.3995977787045524,0.7608915906788246,0.5791287966089805,2.2868605817452355e-05,0.12431988502207167,0.8607042846876316,0.03411264612114771,0.43344283132082634,0.3546747967479675,Camila Cabello,100% LatinX
Pum Pum,0.45,0.07519985612836672,0.745694022289767,0.9068070906777028,0.000123370110330993,0.11097423262498718,0.9237974871756746,0.060148777895855474,0.383846845880207,0.6209349593495935,Sammi Sanchez,100% LatinX
Quiero Saber,0.52,0.002458817779110577,0.7041540020263424,0.8186245528243463,3.370110330992979e-06,0.30089313212195873,0.8236314524322852,0.0512221041445271,0.42496223970154917,0.608739837398374,Jesse Baez,100% LatinX
Como,0.38,0.0032419511112350735,0.5501519756838905,0.8476847073442024,0.0,0.04434862950415769,0.8721532475900181,0.07003188097768331,0.3798562219892868,0.660569105691057,Kim Viera,100% LatinX
Anywhere Contigo,0.46,0.27208760796120496,0.8520770010131712,0.8416722615814736,2.6078234704112336e-05,0.09865516887383224,0.8544593958317845,0.06726886291179596,0.42922935976691784,0.8363821138211381,Breakfast n Vegas,100% LatinX
No Gratis,0.44,0.42670624020116965,0.7872340425531915,0.5460603449139719,0.0,0.07083461656914075,0.725200109037742,0.2199787460148778,0.6073547982403288,0.9674796747967479,Messiah,100% LatinX
Díganle - Tainy Remix,0.75,0.10240871933423064,0.851063829787234,0.7895643983044903,0.0,0.304999486705677,0.8443734047034916,0.10085015940488842,0.3797406713492188,0.6290650406504065,Leslie Grace,100% LatinX
Sangria Wine,0.75,0.18172606963914764,0.8419452887537994,0.7134067519765915,0.0,0.0465044656606098,0.8703689936312046,0.09989373007438895,0.5451885538837395,0.7012195121951219,Pharrell Williams,100% LatinX
All Day,0.45,0.08001913817220976,0.8358662613981762,0.4809255158177427,0.0,0.23313828149060672,0.7476024087428443,0.04208289054197663,0.4995336706311541,0.7733739837398373,DaniLeigh,100% LatinX
Just As I Am,0.53,0.23594299263238203,0.6909827760891591,0.7514855751405408,0.0,0.10070834616569141,0.8166926870368995,0.07173219978746016,0.5362251256613211,0.7195121951219512,Spiff TV,100% LatinX
Nice & Slow,0.38,0.00696685452428877,0.8095238095238095,0.6162055454791419,0.002377131394182548,0.278308181911508,0.8467524099819096,0.04410201912858661,0.5241996054771003,0.7083333333333334,Nina Sky,100% LatinX
Scooby Doo Pa Pa (Remix),0.6,0.1967863260261572,0.9331306990881459,0.9659294740112032,0.00020160481444322968,0.319371727748691,0.9261269298441256,0.1891604675876727,0.4989394101965186,0.5152439024390244,Dj Kass,100% LatinX
Don't Werk,0.39,0.10843282188903446,0.7122593718338399,0.6172076197729299,5.6268806419257784e-05,0.26598911816035314,0.7443312764850197,0.07768331562167907,0.508253617147715,0.4420731707317073,Paula DeAnda,100% LatinX
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.88,0.16566179615967078,0.8024316109422492,0.8957842734460333,0.0,0.0392156862745098,0.8836022104924045,0.06259298618490967,0.3919147566420984,0.8069105691056911,Sofia Reyes,100% LatinX
Pa Mi (with Ozuna),0.77,0.09869385609210161,0.6038500506585612,0.5570831621456416,0.0,0.04578585360845909,0.7743166555150794,0.1424017003188098,0.5498848620407895,0.6717479674796747,Tory Lanez,100% LatinX
Lo Siento,0.68,0.07078218092151058,0.7558257345491388,0.738458609321295,0.0,0.03192690688840981,0.8697742423116,0.2199787460148778,0.39125446727028124,0.6402439024390244,SUPER JUNIOR,100% LatinX
Nuestra Cancion Pt. 2 (feat. Arcángel),0.46,0.007930710933057384,0.49949341438703143,0.8256390728808634,0.0,0.12021353043835337,0.8602086585879613,0.08480340063761956,0.4121278650368524,0.6310975609756098,Snow Tha Product,100% LatinX
La Hora Loca,0.44,0.043071309169413007,0.8470111448834853,0.7254316435020493,0.0,0.09865516887383224,0.8257874259658513,0.060680127523910735,0.5201223186061291,0.7723577235772358,Jackie Cruz,100% LatinX
Dinero - English Version,0.37,0.004376490425723127,0.7102330293819655,0.7795436553666089,0.0,0.11200082127091675,0.8453150942928656,0.06875664187035069,0.49510973183997886,0.45833333333333337,Trinidad Cardona,100% LatinX
Pum Pum (feat. Kap G & Play-N-Skillz),0.53,0.1495975226801939,0.8824721377912867,0.5630956079083702,0.0,0.046093830202237965,0.7543181423933784,0.0844845908607864,0.37965813517774166,0.6300813008130082,Messiah,100% LatinX
Hora Loca,0.65,0.05090264249065798,0.6585612968591692,0.8015892898299479,0.0,0.0539985627758957,0.8267291155552252,0.07683315621679065,0.685710512632161,0.7520325203252033,DJ Africa,100% LatinX
Better With You,0.68,0.2660635054064011,0.7943262411347518,0.4368342468910645,7.00100300902708e-05,0.11713376450056463,0.7657423239907813,0.054091392136025505,0.3714251520728959,0.4776422764227642,Michl,100% LatinX
NIGHTS LIKE THESE,0.59,0.13353324920071707,0.5005065856129686,0.7294399406772019,0.0,0.1345857714813674,0.8384506728124304,0.17109458023379384,0.3253287003029077,0.42784552845528456,Ne-Yo,100% LatinX
Alright,0.43,0.019978916042665024,0.56838905775076,0.5801308709027687,0.0,0.0513294322964788,0.8216489480336034,0.04399574920297556,0.3506961926064098,0.29878048780487804,Anthony Ramos,100% LatinX
Insecure,0.53,0.37048128302300065,0.48936170212765956,0.6853486717505236,0.0,0.0716558874858844,0.880628453894382,0.1849096705632306,0.7655312440677127,0.5548780487804879,Amara La Negra,100% LatinX
Si Una Vez - (If I Once)[Spanglish Version],0.54,0.07650507834857422,0.6281661600810537,0.8236349242932871,3.1394182547642934e-05,0.10276152345755048,0.9003543726612643,0.060255047821466526,0.7259922911215839,0.4105691056910568,Play-N-Skillz,100% LatinX
Finesse (Remix) [feat. Cardi B],0.84,0.018573292113210797,0.7132725430597772,0.8597095988696603,0.0,0.009855251000923928,0.8398632071964909,0.10584484590860786,0.43378948324103034,0.9410569105691058,Bruno Mars,100% LatinX
Belong To U,0.44,0.5883529920884055,0.6413373860182371,0.7655146152535749,6.91073219658977e-05,0.08695205831023509,0.818675191435581,0.050371944739638685,0.4165352965937322,0.4969512195121951,Fancy Cars,100% LatinX
Sunny Daze,0.4,0.5712847015164614,0.8642350557244174,0.7144088262703797,0.010130391173520562,0.06128734216199569,0.8076475107179144,0.08150903294367695,0.3812139420100859,0.8495934959349594,Salaam Remi,100% LatinX
"Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)",0.41,0.06546089033143386,0.8105369807497468,0.8376639644063212,4.533600802407222e-05,0.05954214146391541,0.8495031348350804,0.10520722635494156,0.43342219727795706,0.8262195121951219,N.O.R.E.,100% LatinX
Island,0.37,0.11847299281370749,0.7527862208713273,0.7935726954796428,6.0882647943831494e-05,0.2208192177394517,0.8360221049240454,0.05802337938363444,0.4536229252469895,0.4410569105691057,Lil Eddie,100% LatinX
Crazy In Love,0.79,0.002498978462809269,0.6545086119554204,0.7705249867225156,0.0,0.061184683297402724,0.7972641439298193,0.2401700318809777,0.4092349722265783,0.6920731707317073,Beyoncé,2000s Smash Hits
Rock Your Body,0.74,0.2028104285809609,0.9027355623100303,0.7144088262703797,0.00023470411233701103,0.041268863566368955,0.8106708299259039,0.14877789585547294,0.41669211531953876,0.8313008130081301,Justin Timberlake,2000s Smash Hits
Beautiful Girls,0.1,0.15963769360486696,0.7548125633232017,0.6663092601685489,0.0,0.29781336618417,0.814536713503333,0.060148777895855474,0.5364644805586049,0.7195121951219512,Sean Kingston,2000s Smash Hits
Toxic,0.6,0.028011052782403453,0.78419452887538,0.8476847073442024,0.018355065195586762,0.23519145878246586,0.8634550095408025,0.12858660998937302,0.5901790209559339,0.9380081300813009,Britney Spears,2000s Smash Hits
Michael Jackson x Mark Ronson: Diamonds are Invincible,0.7,0.3433728215263835,0.6808510638297873,0.8326535929373804,0.00042928786359077234,0.23621804742839544,0.9015438753004733,0.3634431455897981,0.48406639209633623,0.5579268292682926,Michael Jackson,2000s Smash Hits
Yeah!,0.79,0.01837248869471734,0.905775075987842,0.7915685468920665,0.0,0.027615234575505597,0.8442742794835576,0.11902231668437822,0.43338918280936617,0.5924796747967479,Usher,2000s Smash Hits
Live Your Life (feat. Rihanna),0.76,0.07128418946774423,0.3799392097264438,0.8627158217510246,0.0,0.20439379940457858,0.8773821029415408,0.2709883103081828,0.6596332092539555,0.48577235772357724,T.I.,2000s Smash Hits
Hips Don't Lie,0.84,0.2851398301632799,0.7882472137791287,0.8246369985870753,0.0,0.4035519967149164,0.8147101826382176,0.07566418703506908,0.4127799007915219,0.7682926829268292,Shakira,2000s Smash Hits
